Layer,Name,GEOID,DIS_2015-2019,DIW_2015-2019,UNS_2015-2019,PCT-W_2015-2019,PCT-B_2015-2019,PCT-A_2015-2019,INC_2015-2019,PCI_2015-2019,POV_2015-2019,HDX_2015-2019,PMC_2019,PCT-H_2015-2019,POP_2016-2020
,,,"Disability (% of residents), 2015-2019","Ambulatory difficulty (% of residents), 2015-2019","Uninsured rate (% of residents), 2015-2019","Population percentages by demographic group, Non-Hispanic White (% of residents), 2015-2019","Population percentages by demographic group, Non-Hispanic Black (% of residents), 2015-2019","Population percentages by demographic group, Asian (% of residents), 2015-2019","Median household income, 2015-2019","Per capita income, 2015-2019","Poverty rate (% of residents), 2015-2019","Hardship Index (0 [lowest] to 100 [greatest] hardship), 2015-2019","Particulate matter (PM 2.5) concentration (µg/m3), 2019","Population percentages by demographic group, Hispanic or Latino (% of residents), 2015-2019","Population counts by demographic group (count of residents), 2016-2020"
Census tract,Tract 8043.06,17031804306,13.1519667302027,8.00554496621036,13.6024952347947,42.8175359556403,1.33425749436839,5.35435799688096,73719.7364626544,24998.946028084,8.21348119909894,61.2,9.594712022,49.2808871945937,6518.0
Census tract,Tract 8043.08,17031804308,8.58528237307473,4.32116371933828,7.82943525385054,37.1933827723902,6.60296634341129,21.8767826583001,80559.2308613767,37422.047516582,6.2749572162008,41.7,9.608520492,31.9167142042213,5435.0
Census tract,Tract 8043.09,17031804309,9.68688845401174,4.92498369210698,8.77364644487932,36.3901490602722,8.10110174983798,7.90667530784187,86900.1889127975,34230.3541782205,7.72504091653028,46.4,9.628857377,45.2041477640959,3124.0
Census tract,Tract 8043.12,17031804312,5.88235294117647,2.91072950919498,4.82279868469127,45.6460845207648,4.33564730239922,27.2317622701254,112660.728765057,46973.7917877504,4.43307757885763,16.8,9.467620492,21.7391304347826,1952.0
Census tract,Tract 8043.13,17031804313,5.88235294117647,2.91072950919498,4.82279868469127,45.6460845207648,4.33564730239922,27.2317622701254,112660.728765057,46973.7917877504,4.43307757885763,16.8,9.46757733313214,21.7391304347826,6554.0
Census tract,Tract 8043.14,17031804314,6.68311280556179,3.80130074007625,7.18771024893474,52.9603050011213,0.571877102489347,20.4866562009419,102119.336808714,43327.0514430222,6.31307468042162,21.2,9.524263934,24.6467817896389,1254.0
Census tract,Tract 8043.15,17031804315,6.68311280556179,3.80130074007625,7.18771024893474,52.9603050011213,0.571877102489347,20.4866562009419,102119.336808714,43327.0514430222,6.31307468042162,21.2,9.524263934,24.6467817896389,2545.0
Census tract,Tract 8043.16,17031804316,6.68311280556179,3.80130074007625,7.18771024893474,52.9603050011213,0.571877102489347,20.4866562009419,102119.336808714,43327.0514430222,6.31307468042162,21.2,9.524263934,24.6467817896389,4963.0
Census tract,Tract 8044.03,17031804403,9.13978494623656,5.39127837514934,7.91517323775388,44.7431302270012,4.24133811230585,11.0065710872162,84072.3210364027,40863.0090285942,6.13799283154122,39.7,9.43963388,37.6045400238949,6865.0
Census tract,Tract 8044.04,17031804404,5.50935550935551,4.10602910602911,12.2661122661123,24.5629070963319,2.62255742200891,5.65649640041138,81636.9179440538,25862.3685529848,9.04365904365904,76.5,9.448869672,65.615358244772,5968.0
